locus_tag	ftype	length_bp	gene	EC_number	COG	product
NKAPFHAE_00001	CDS	1377				hypothetical protein
NKAPFHAE_00002	CDS	387				hypothetical protein
NKAPFHAE_00003	CDS	222				hypothetical protein
NKAPFHAE_00004	CDS	639	soj	3.6.-.-	COG1192	Chromosome-partitioning ATPase Soj
NKAPFHAE_00005	CDS	249				hypothetical protein
NKAPFHAE_00006	CDS	513	paeR7IR	3.1.21.4		Type-2 restriction enzyme PaeR7I
NKAPFHAE_00007	CDS	573				hypothetical protein
NKAPFHAE_00008	CDS	969	corA		COG0598	Cobalt/magnesium transport protein CorA
NKAPFHAE_00009	CDS	705	yfcG	1.8.4.-	COG0625	Disulfide-bond oxidoreductase YfcG
NKAPFHAE_00010	CDS	540	msrA	1.8.4.11	COG0225	Peptide methionine sulfoxide reductase MsrA
NKAPFHAE_00011	CDS	444	msrB	1.8.4.12		Peptide methionine sulfoxide reductase MsrB
NKAPFHAE_00012	CDS	675				hypothetical protein
NKAPFHAE_00013	CDS	2550				hypothetical protein
NKAPFHAE_00014	CDS	1269				hypothetical protein
NKAPFHAE_00015	CDS	372				hypothetical protein
NKAPFHAE_00016	CDS	1275				hypothetical protein
NKAPFHAE_00017	CDS	411				hypothetical protein
NKAPFHAE_00018	CDS	558	tnpR			Transposon Tn3 resolvase
NKAPFHAE_00019	CDS	981				hypothetical protein
NKAPFHAE_00020	CDS	882	bla	3.5.2.6		Carbapenem-hydrolyzing beta-lactamase KPC
NKAPFHAE_00021	CDS	981				hypothetical protein
NKAPFHAE_00022	CDS	297				hypothetical protein
NKAPFHAE_00023	CDS	156				hypothetical protein
NKAPFHAE_00024	CDS	426	klcA			Antirestriction protein KlcA
NKAPFHAE_00025	CDS	279				hypothetical protein
NKAPFHAE_00026	CDS	561				hypothetical protein
NKAPFHAE_00027	CDS	423				hypothetical protein
NKAPFHAE_00028	CDS	321				hypothetical protein
NKAPFHAE_00029	CDS	279				hypothetical protein
NKAPFHAE_00030	CDS	2673	traI			Protein TraI
NKAPFHAE_00031	CDS	321				hypothetical protein
NKAPFHAE_00032	CDS	357				hypothetical protein
NKAPFHAE_00033	CDS	684				hypothetical protein
NKAPFHAE_00034	CDS	651				hypothetical protein
NKAPFHAE_00035	CDS	723				hypothetical protein
NKAPFHAE_00036	CDS	828		3.1.-.-	COG0322	Putative bifunctional exonuclease/endonuclease protein
NKAPFHAE_00037	CDS	192				hypothetical protein
NKAPFHAE_00038	CDS	912	smc			Chromosome partition protein Smc
NKAPFHAE_00039	CDS	162				hypothetical protein
NKAPFHAE_00040	CDS	399	merR			Mercuric resistance operon regulatory protein
NKAPFHAE_00041	CDS	177	merT_1			Mercuric transport protein MerT
NKAPFHAE_00042	CDS	321	repA_1			Regulatory protein RepA
NKAPFHAE_00043	CDS	2442				hypothetical protein
NKAPFHAE_00044	CDS	432				hypothetical protein
NKAPFHAE_00045	CDS	468				hypothetical protein
NKAPFHAE_00046	CDS	657			COG1357	Pentapeptide repeat protein
NKAPFHAE_00047	CDS	252				hypothetical protein
NKAPFHAE_00048	CDS	882				hypothetical protein
NKAPFHAE_00049	CDS	534	repA_2			Regulatory protein RepA
NKAPFHAE_00050	CDS	561				hypothetical protein
NKAPFHAE_00051	CDS	288	relE	3.1.-.-	COG2026	mRNA interferase toxin RelE
NKAPFHAE_00052	CDS	243	relB		COG3077	Antitoxin RelB
NKAPFHAE_00053	CDS	261				hypothetical protein
NKAPFHAE_00054	CDS	489				hypothetical protein
NKAPFHAE_00055	CDS	243				hypothetical protein
NKAPFHAE_00056	CDS	969				hypothetical protein
NKAPFHAE_00057	CDS	285				hypothetical protein
NKAPFHAE_00058	CDS	243				hypothetical protein
NKAPFHAE_00059	CDS	267				hypothetical protein
NKAPFHAE_00060	CDS	216	merT_2			Mercuric transport protein MerT
NKAPFHAE_00061	CDS	276	merP			Mercuric transport protein periplasmic component
NKAPFHAE_00062	CDS	213				hypothetical protein
NKAPFHAE_00063	CDS	2994				hypothetical protein
NKAPFHAE_00064	CDS	411				hypothetical protein
NKAPFHAE_00065	CDS	240				hypothetical protein
NKAPFHAE_00066	CDS	930	hin		COG1961	DNA-invertase hin
