locus_tag	ftype	length_bp	gene	EC_number	COG	product
GIAKDKPJ_00001	CDS	681	copR			Transcriptional activator protein CopR
GIAKDKPJ_00002	CDS	1401	cusS_1	2.7.13.3	COG0642	Sensor kinase CusS
GIAKDKPJ_00003	CDS	435	pcoE			putative copper-binding protein PcoE
GIAKDKPJ_00004	CDS	651				hypothetical protein
GIAKDKPJ_00005	CDS	804				hypothetical protein
GIAKDKPJ_00006	CDS	405	aqpZ2			Aquaporin Z 2
GIAKDKPJ_00007	CDS	498	ywnH	2.3.1.183	COG1247	Putative phosphinothricin acetyltransferase YwnH
GIAKDKPJ_00008	CDS	327				hypothetical protein
GIAKDKPJ_00009	CDS	714	arsH	1.-.-.-	COG0431	NADPH-dependent FMN reductase ArsH
GIAKDKPJ_00010	CDS	546	sigL		COG1595	ECF RNA polymerase sigma factor SigL
GIAKDKPJ_00011	CDS	363	arsD_1			Arsenical resistance operon trans-acting repressor ArsD
GIAKDKPJ_00012	CDS	1341	arsA_1	3.6.3.16		Arsenical pump-driving ATPase
GIAKDKPJ_00013	CDS	474	arsA_2	3.6.3.16		Arsenical pump-driving ATPase
GIAKDKPJ_00014	CDS	537	yncA	2.3.1.-	COG1247	L-methionine sulfoximine/L-methionine sulfone acetyltransferase
GIAKDKPJ_00015	CDS	426	arsC	1.20.4.1		Arsenate reductase
GIAKDKPJ_00016	CDS	1290	arsB		COG1055	Arsenical pump membrane protein
GIAKDKPJ_00017	CDS	1752	arsA_3	3.6.3.16		Arsenical pump-driving ATPase
GIAKDKPJ_00018	CDS	363	arsD_2			Arsenical resistance operon trans-acting repressor ArsD
GIAKDKPJ_00019	CDS	351	arsR2		COG0640	Arsenic resistance transcriptional regulator ArsR2
GIAKDKPJ_00020	CDS	270				hypothetical protein
GIAKDKPJ_00021	CDS	576				hypothetical protein
GIAKDKPJ_00022	CDS	495				hypothetical protein
GIAKDKPJ_00023	CDS	369				hypothetical protein
GIAKDKPJ_00024	CDS	204	ymoA			Modulating protein YmoA
GIAKDKPJ_00025	CDS	258				hypothetical protein
GIAKDKPJ_00026	CDS	255				hypothetical protein
GIAKDKPJ_00027	CDS	267				hypothetical protein
GIAKDKPJ_00028	CDS	483				hypothetical protein
GIAKDKPJ_00029	CDS	165				hypothetical protein
GIAKDKPJ_00030	CDS	1359				hypothetical protein
GIAKDKPJ_00031	CDS	396				hypothetical protein
GIAKDKPJ_00032	CDS	720				hypothetical protein
GIAKDKPJ_00033	CDS	306				hypothetical protein
GIAKDKPJ_00034	CDS	990	htpX	3.4.24.-	COG0501	Protease HtpX 
