locus_tag	ftype	length_bp	gene	EC_number	COG	product
GPONLJHD_00001	CDS	393				hypothetical protein
GPONLJHD_00002	CDS	243				hypothetical protein
GPONLJHD_00003	CDS	312				hypothetical protein
GPONLJHD_00004	CDS	411				hypothetical protein
GPONLJHD_00005	CDS	573	traV			Protein TraV
GPONLJHD_00006	CDS	1425				hypothetical protein
GPONLJHD_00007	CDS	741				hypothetical protein
GPONLJHD_00008	CDS	567				hypothetical protein
GPONLJHD_00009	CDS	306				hypothetical protein
GPONLJHD_00010	CDS	369	traA			Pilin
GPONLJHD_00011	CDS	387	traY			Relaxosome protein TraY
GPONLJHD_00012	CDS	687	traJ			Protein TraJ
GPONLJHD_00013	CDS	399	traM			Relaxosome protein TraM
GPONLJHD_00014	CDS	486				hypothetical protein
GPONLJHD_00015	CDS	315				hypothetical protein
GPONLJHD_00016	CDS	822				hypothetical protein
GPONLJHD_00017	CDS	834				hypothetical protein
GPONLJHD_00018	CDS	147				hypothetical protein
GPONLJHD_00019	CDS	348				hypothetical protein
GPONLJHD_00020	CDS	354				hypothetical protein
GPONLJHD_00021	CDS	351				hypothetical protein
GPONLJHD_00022	CDS	273				hypothetical protein
GPONLJHD_00023	CDS	357				hypothetical protein
GPONLJHD_00024	CDS	723				hypothetical protein
GPONLJHD_00025	CDS	432	psiB			Protein PsiB
GPONLJHD_00026	CDS	2010	spo0C		COG1475	Chromosome-partitioning protein Spo0J
GPONLJHD_00027	CDS	243				hypothetical protein
GPONLJHD_00028	CDS	513	ssb		COG0629	Single-stranded DNA-binding protein
GPONLJHD_00029	CDS	330				hypothetical protein
GPONLJHD_00030	CDS	564				hypothetical protein
GPONLJHD_00031	CDS	1356				hypothetical protein
GPONLJHD_00032	CDS	231				hypothetical protein
GPONLJHD_00033	CDS	228				hypothetical protein
GPONLJHD_00034	CDS	318				hypothetical protein
GPONLJHD_00035	CDS	255	holE	2.7.7.7		DNA polymerase III subunit theta
GPONLJHD_00036	CDS	192				hypothetical protein
GPONLJHD_00037	CDS	507				hypothetical protein
GPONLJHD_00038	CDS	429	klcA			Antirestriction protein KlcA
GPONLJHD_00039	CDS	768				hypothetical protein
GPONLJHD_00040	CDS	420				hypothetical protein
GPONLJHD_00041	CDS	222				hypothetical protein
GPONLJHD_00042	CDS	702	yhdJ	2.1.1.72	COG0863	DNA adenine methyltransferase YhdJ
GPONLJHD_00043	CDS	231				hypothetical protein
GPONLJHD_00044	CDS	672				hypothetical protein
GPONLJHD_00045	CDS	972	parM			Plasmid segregation protein ParM
GPONLJHD_00046	CDS	432	umuD	3.4.21.-	COG1974	Protein UmuD
GPONLJHD_00047	CDS	1272	umuC		COG0389	Protein UmuC
GPONLJHD_00048	CDS	897	repA			Replication protein RepA
GPONLJHD_00049	CDS	1206	parA			Plasmid partition protein A
GPONLJHD_00050	CDS	975	virB		COG1475	Virulence regulon transcriptional activator VirB
GPONLJHD_00051	CDS	333				hypothetical protein
GPONLJHD_00052	CDS	174				hypothetical protein
GPONLJHD_00053	CDS	2028	hsdM	2.1.1.72	COG0286	Type I restriction enzyme EcoKI M protein
GPONLJHD_00054	CDS	1317				hypothetical protein
GPONLJHD_00055	CDS	3258	hsdR	3.1.21.3		Type-1 restriction enzyme R protein
GPONLJHD_00056	CDS	1269				hypothetical protein
GPONLJHD_00057	CDS	474				hypothetical protein
GPONLJHD_00058	CDS	249				hypothetical protein
GPONLJHD_00059	CDS	783	xerD_1		COG4974	Tyrosine recombinase XerD
GPONLJHD_00060	CDS	333				hypothetical protein
GPONLJHD_00061	CDS	399				hypothetical protein
GPONLJHD_00062	CDS	330				hypothetical protein
GPONLJHD_00063	CDS	309				hypothetical protein
GPONLJHD_00064	CDS	252				hypothetical protein
GPONLJHD_00065	CDS	231	vapB		COG4456	Antitoxin VapB
GPONLJHD_00066	CDS	417	vapC	3.1.-.-	COG1487	tRNA(fMet)-specific endonuclease VapC
GPONLJHD_00067	CDS	711	recF			DNA replication and repair protein RecF
GPONLJHD_00068	CDS	276				hypothetical protein
GPONLJHD_00069	CDS	378				hypothetical protein
GPONLJHD_00070	CDS	423	merC			Mercuric transport protein MerC
GPONLJHD_00071	CDS	1695	merA	1.16.1.1		Mercuric reductase
GPONLJHD_00072	CDS	363	mta		COG0789	HTH-type transcriptional activator mta
GPONLJHD_00073	CDS	237				hypothetical protein
GPONLJHD_00074	CDS	708			COG2200	putative signaling protein
GPONLJHD_00075	CDS	1269	tnsB			Transposon Tn7 transposition protein TnsB
GPONLJHD_00076	CDS	411				hypothetical protein
GPONLJHD_00077	CDS	861	bla_1	3.5.2.6		Beta-lactamase TEM
GPONLJHD_00078	CDS	252	tnpR			Transposon Tn3 resolvase
GPONLJHD_00079	CDS	360	bla_2	3.5.2.6		Beta-lactamase OXA-18
GPONLJHD_00080	CDS	336	bla_3	3.5.2.6		Beta-lactamase OXA-18
GPONLJHD_00081	CDS	705				hypothetical protein
GPONLJHD_00082	CDS	2898				hypothetical protein
GPONLJHD_00083	CDS	621	bin3			Putative transposon Tn552 DNA-invertase bin3
GPONLJHD_00084	CDS	360				hypothetical protein
GPONLJHD_00085	CDS	117				hypothetical protein
GPONLJHD_00086	CDS	360				hypothetical protein
GPONLJHD_00087	CDS	213				hypothetical protein
GPONLJHD_00088	CDS	1185				hypothetical protein
GPONLJHD_00089	CDS	1320				hypothetical protein
