locus_tag	ftype	length_bp	gene	EC_number	COG	product
NPMEPEFI_00001	CDS	1683	merA	1.16.1.1		Mercuric reductase
NPMEPEFI_00002	CDS	408	merC			Mercuric transport protein MerC
NPMEPEFI_00003	CDS	282	merP			Mercuric transport protein periplasmic component
NPMEPEFI_00004	CDS	351	merT			Mercuric transport protein MerT
NPMEPEFI_00005	CDS	456	merR			Mercuric resistance operon regulatory protein
NPMEPEFI_00006	CDS	531				hypothetical protein
NPMEPEFI_00007	CDS	879	tus			DNA replication terminus site-binding protein
NPMEPEFI_00008	CDS	129				hypothetical protein
NPMEPEFI_00009	CDS	840				hypothetical protein
NPMEPEFI_00010	CDS	825				hypothetical protein
NPMEPEFI_00011	CDS	267				hypothetical protein
NPMEPEFI_00012	CDS	1041	smc			Chromosome partition protein Smc
NPMEPEFI_00013	CDS	279				hypothetical protein
NPMEPEFI_00014	CDS	1512	addA	3.6.4.12		ATP-dependent helicase/nuclease subunit A
NPMEPEFI_00015	CDS	1041				hypothetical protein
NPMEPEFI_00016	CDS	1434				hypothetical protein
NPMEPEFI_00017	CDS	3606				hypothetical protein
NPMEPEFI_00018	CDS	363				hypothetical protein
NPMEPEFI_00019	CDS	273				hypothetical protein
NPMEPEFI_00020	CDS	534				hypothetical protein
NPMEPEFI_00021	CDS	609				hypothetical protein
NPMEPEFI_00022	CDS	504	flhC			Flagellar transcriptional regulator FlhC
NPMEPEFI_00023	CDS	654				hypothetical protein
NPMEPEFI_00024	CDS	303				hypothetical protein
NPMEPEFI_00025	CDS	420				hypothetical protein
NPMEPEFI_00026	CDS	300				hypothetical protein
NPMEPEFI_00027	CDS	984				hypothetical protein
NPMEPEFI_00028	CDS	540				hypothetical protein
NPMEPEFI_00029	CDS	288				hypothetical protein
NPMEPEFI_00030	CDS	1065				hypothetical protein
NPMEPEFI_00031	CDS	435				hypothetical protein
NPMEPEFI_00032	CDS	1116				hypothetical protein
NPMEPEFI_00033	CDS	609				hypothetical protein
NPMEPEFI_00034	CDS	522				hypothetical protein
NPMEPEFI_00035	CDS	522				hypothetical protein
NPMEPEFI_00036	CDS	474				hypothetical protein
NPMEPEFI_00037	CDS	294				hypothetical protein
NPMEPEFI_00038	CDS	855				hypothetical protein
NPMEPEFI_00039	CDS	960	sppA	3.4.21.-	COG0616	Putative signal peptide peptidase SppA
NPMEPEFI_00040	CDS	861				hypothetical protein
NPMEPEFI_00041	CDS	153				hypothetical protein
NPMEPEFI_00042	CDS	447				hypothetical protein
NPMEPEFI_00043	CDS	519				hypothetical protein
NPMEPEFI_00044	CDS	231				hypothetical protein
NPMEPEFI_00045	CDS	876				hypothetical protein
NPMEPEFI_00046	CDS	519	yncB	3.1.-.-	COG1525	Endonuclease YncB
NPMEPEFI_00047	CDS	273	hupB		COG0776	DNA-binding protein HU-beta
NPMEPEFI_00048	CDS	324				hypothetical protein
NPMEPEFI_00049	CDS	108				hypothetical protein
NPMEPEFI_00050	CDS	369				hypothetical protein
NPMEPEFI_00051	CDS	450				hypothetical protein
NPMEPEFI_00052	CDS	309				hypothetical protein
NPMEPEFI_00053	CDS	786	soj	3.6.-.-	COG1192	Sporulation initiation inhibitor protein Soj
NPMEPEFI_00054	CDS	1179	korB			Transcriptional repressor protein KorB
NPMEPEFI_00055	CDS	273				hypothetical protein
NPMEPEFI_00056	CDS	636				hypothetical protein
NPMEPEFI_00057	CDS	144				hypothetical protein
NPMEPEFI_00058	CDS	435				hypothetical protein
NPMEPEFI_00059	CDS	675				hypothetical protein
NPMEPEFI_00060	CDS	507				hypothetical protein
NPMEPEFI_00061	CDS	324				hypothetical protein
