locus_tag	ftype	length_bp	gene	EC_number	COG	product
GGBJHAMB_00001	CDS	675				hypothetical protein
GGBJHAMB_00002	CDS	312				hypothetical protein
GGBJHAMB_00003	CDS	315				hypothetical protein
GGBJHAMB_00004	CDS	345				hypothetical protein
GGBJHAMB_00005	CDS	306	hvrA			Trans-acting regulatory protein HvrA
GGBJHAMB_00006	CDS	738	virB1			Type IV secretion system protein virB1
GGBJHAMB_00007	CDS	282				hypothetical protein
GGBJHAMB_00008	CDS	294				hypothetical protein
GGBJHAMB_00009	CDS	318				hypothetical protein
GGBJHAMB_00010	CDS	2601	virB4			Type IV secretion system protein virB4
GGBJHAMB_00011	CDS	714	virB5			Type IV secretion system protein virB5
GGBJHAMB_00012	CDS	228				hypothetical protein
GGBJHAMB_00013	CDS	1041	virB6			Type IV secretion system protein VirB6
GGBJHAMB_00014	CDS	699	virB8			Type IV secretion system protein virB8
GGBJHAMB_00015	CDS	885	virB9			Type IV secretion system protein virB9
GGBJHAMB_00016	CDS	1161				Protein virB10
GGBJHAMB_00017	CDS	996			COG0630	Type IV secretion system protein VirB11
GGBJHAMB_00018	CDS	180				hypothetical protein
GGBJHAMB_00019	CDS	1320				hypothetical protein
GGBJHAMB_00020	CDS	882	bla	3.5.2.6		Carbapenem-hydrolyzing beta-lactamase KPC
GGBJHAMB_00021	CDS	780				Insertion sequence IS5376 putative ATP-binding protein
GGBJHAMB_00022	CDS	1026				hypothetical protein
GGBJHAMB_00023	CDS	3030				hypothetical protein
GGBJHAMB_00024	CDS	1716	xerD		COG4974	Tyrosine recombinase XerD
GGBJHAMB_00025	CDS	372	pld	3.1.4.4		Phospholipase D
GGBJHAMB_00026	CDS	315				hypothetical protein
GGBJHAMB_00027	CDS	357				hypothetical protein
GGBJHAMB_00028	CDS	402				hypothetical protein
GGBJHAMB_00029	CDS	291				hypothetical protein
GGBJHAMB_00030	CDS	399				hypothetical protein
GGBJHAMB_00031	CDS	3237	traI			Multifunctional conjugation protein TraI
GGBJHAMB_00032	CDS	1530	traD			Coupling protein TraD
GGBJHAMB_00033	CDS	417				hypothetical protein
GGBJHAMB_00034	CDS	387				hypothetical protein
GGBJHAMB_00035	CDS	717				hypothetical protein
GGBJHAMB_00036	CDS	369				hypothetical protein
GGBJHAMB_00037	CDS	345				hypothetical protein
GGBJHAMB_00038	CDS	180				hypothetical protein
GGBJHAMB_00039	CDS	546				hypothetical protein
GGBJHAMB_00040	CDS	156				hypothetical protein
GGBJHAMB_00041	CDS	240				hypothetical protein
GGBJHAMB_00042	CDS	405				hypothetical protein
GGBJHAMB_00043	CDS	426	klcA			Antirestriction protein KlcA
GGBJHAMB_00044	CDS	441	umuD	3.4.21.-	COG1974	Protein UmuD
GGBJHAMB_00045	CDS	1266	umuC		COG0389	Protein UmuC
GGBJHAMB_00046	CDS	792				hypothetical protein
GGBJHAMB_00047	CDS	342				hypothetical protein
GGBJHAMB_00048	CDS	720	repE			Replication initiation protein
GGBJHAMB_00049	CDS	885				hypothetical protein
GGBJHAMB_00050	CDS	1476	secA		COG0653	Protein translocase subunit SecA
GGBJHAMB_00051	CDS	912				hypothetical protein
GGBJHAMB_00052	CDS	570	hin		COG1961	DNA-invertase hin
GGBJHAMB_00053	CDS	1209	ecoRIIR	3.1.21.4		Type-2 restriction enzyme EcoRII
GGBJHAMB_00054	CDS	1434	dcm	2.1.1.37	COG0270	DNA-cytosine methyltransferase
GGBJHAMB_00055	CDS	267				hypothetical protein
GGBJHAMB_00056	CDS	207				hypothetical protein
GGBJHAMB_00057	CDS	255				hypothetical protein
