locus_tag	ftype	length_bp	gene	EC_number	COG	product
KADLBEPD_00001	CDS	375				hypothetical protein
KADLBEPD_00002	CDS	360				hypothetical protein
KADLBEPD_00003	CDS	324				hypothetical protein
KADLBEPD_00004	CDS	729				hypothetical protein
KADLBEPD_00005	CDS	432	psiB_1			Protein PsiB
KADLBEPD_00006	CDS	1299				hypothetical protein
KADLBEPD_00007	CDS	663	spo0C_1		COG1475	Chromosome-partitioning protein Spo0J
KADLBEPD_00008	CDS	231				hypothetical protein
KADLBEPD_00009	CDS	303				hypothetical protein
KADLBEPD_00010	CDS	114				hypothetical protein
KADLBEPD_00011	CDS	153				hypothetical protein
KADLBEPD_00012	CDS	261	holE_1	2.7.7.7		DNA polymerase III subunit theta
KADLBEPD_00013	CDS	237				hypothetical protein
KADLBEPD_00014	CDS	192				hypothetical protein
KADLBEPD_00015	CDS	507				hypothetical protein
KADLBEPD_00016	CDS	780				hypothetical protein
KADLBEPD_00017	CDS	420				hypothetical protein
KADLBEPD_00018	CDS	222				hypothetical protein
KADLBEPD_00019	CDS	678	yhdJ_1	2.1.1.72	COG0863	DNA adenine methyltransferase YhdJ
KADLBEPD_00020	CDS	672	yedK	3.4.-.-	COG2135	Putative SOS response-associated peptidase YedK
KADLBEPD_00021	CDS	423	umuD_1	3.4.21.-	COG1974	Protein UmuD
KADLBEPD_00022	CDS	1272	umuC_1		COG0389	Protein UmuC
KADLBEPD_00023	CDS	972	virB_1		COG1475	Virulence regulon transcriptional activator VirB
KADLBEPD_00024	CDS	1206	parA_1			Plasmid partition protein A
KADLBEPD_00025	CDS	633	bin3			Putative transposon Tn552 DNA-invertase bin3
KADLBEPD_00026	CDS	201				hypothetical protein
KADLBEPD_00027	CDS	951	rpnA	3.1.21.-	COG5464	Recombination-promoting nuclease RpnA
KADLBEPD_00028	CDS	612				hypothetical protein
KADLBEPD_00029	CDS	396				hypothetical protein
KADLBEPD_00030	CDS	981				hypothetical protein
KADLBEPD_00031	CDS	411				hypothetical protein
KADLBEPD_00032	CDS	129				hypothetical protein
KADLBEPD_00033	CDS	564	htrC			Heat shock protein C
KADLBEPD_00034	CDS	705				hypothetical protein
KADLBEPD_00035	CDS	5136	traI_1			Multifunctional conjugation protein TraI
KADLBEPD_00036	CDS	2226	traD			Coupling protein TraD
KADLBEPD_00037	CDS	738				hypothetical protein
KADLBEPD_00038	CDS	735	ylpA			Lipoprotein YlpA
KADLBEPD_00039	CDS	522	traS			Protein TraS
KADLBEPD_00040	CDS	2817				hypothetical protein
KADLBEPD_00041	tRNA	72				tRNA-Thr(ggt)
KADLBEPD_00042	CDS	393				hypothetical protein
KADLBEPD_00043	CDS	315				hypothetical protein
KADLBEPD_00044	CDS	546				hypothetical protein
KADLBEPD_00045	CDS	282	traQ			Protein TraQ
KADLBEPD_00046	CDS	744				hypothetical protein
KADLBEPD_00047	CDS	261				hypothetical protein
KADLBEPD_00048	CDS	1851				hypothetical protein
KADLBEPD_00049	CDS	423				hypothetical protein
KADLBEPD_00050	CDS	372				hypothetical protein
KADLBEPD_00051	CDS	639				hypothetical protein
KADLBEPD_00052	CDS	264				hypothetical protein
KADLBEPD_00053	CDS	969				hypothetical protein
KADLBEPD_00054	CDS	273				hypothetical protein
KADLBEPD_00055	CDS	309				hypothetical protein
KADLBEPD_00056	CDS	993				hypothetical protein
KADLBEPD_00057	CDS	633				hypothetical protein
KADLBEPD_00058	CDS	387				hypothetical protein
KADLBEPD_00059	CDS	2628	traC			Protein TraC
KADLBEPD_00060	CDS	222	traR			Protein TraR
KADLBEPD_00061	CDS	516	traV			Protein TraV
KADLBEPD_00062	CDS	252				hypothetical protein
KADLBEPD_00063	CDS	198				hypothetical protein
KADLBEPD_00064	CDS	591				hypothetical protein
KADLBEPD_00065	CDS	1428				hypothetical protein
KADLBEPD_00066	CDS	729				hypothetical protein
KADLBEPD_00067	CDS	567				hypothetical protein
KADLBEPD_00068	CDS	312				hypothetical protein
KADLBEPD_00069	CDS	366	traA_1			Pilin
KADLBEPD_00070	CDS	228	traY_1			Relaxosome protein TraY
KADLBEPD_00071	CDS	687	traJ_1			Protein TraJ
KADLBEPD_00072	CDS	384	traM_1			Relaxosome protein TraM
KADLBEPD_00073	CDS	648				hypothetical protein
KADLBEPD_00074	CDS	822				hypothetical protein
KADLBEPD_00075	CDS	297				hypothetical protein
KADLBEPD_00076	CDS	237				hypothetical protein
KADLBEPD_00077	CDS	216				hypothetical protein
KADLBEPD_00078	CDS	720				hypothetical protein
KADLBEPD_00079	CDS	435	psiB_2			Protein PsiB
KADLBEPD_00080	CDS	576				hypothetical protein
KADLBEPD_00081	CDS	1422	spo0C_2		COG1475	Chromosome-partitioning protein Spo0J
KADLBEPD_00082	CDS	234				hypothetical protein
KADLBEPD_00083	CDS	528	ssb_1			Plasmid-derived single-stranded DNA-binding protein
KADLBEPD_00084	CDS	237				hypothetical protein
KADLBEPD_00085	CDS	255				hypothetical protein
KADLBEPD_00086	CDS	564	rsmA	2.1.1.-		Ribosomal RNA small subunit methyltransferase A
KADLBEPD_00087	CDS	1362				hypothetical protein
KADLBEPD_00088	CDS	231				hypothetical protein
KADLBEPD_00089	CDS	258				hypothetical protein
KADLBEPD_00090	CDS	1668	ltrA_1		COG3344	Group II intron-encoded protein LtrA
KADLBEPD_00091	CDS	192				hypothetical protein
KADLBEPD_00092	CDS	423				hypothetical protein
KADLBEPD_00093	CDS	426	klcA_1			Antirestriction protein KlcA
KADLBEPD_00094	CDS	828				hypothetical protein
KADLBEPD_00095	CDS	435				hypothetical protein
KADLBEPD_00096	CDS	222				hypothetical protein
KADLBEPD_00097	CDS	684	yhdJ_2	2.1.1.72	COG0863	DNA adenine methyltransferase YhdJ
KADLBEPD_00098	CDS	963	parM_1			Plasmid segregation protein ParM
KADLBEPD_00099	CDS	354	stbB			Protein StbB
KADLBEPD_00100	CDS	282				hypothetical protein
KADLBEPD_00101	CDS	705				hypothetical protein
KADLBEPD_00102	CDS	282				hypothetical protein
KADLBEPD_00103	CDS	756	rmtB	2.1.1.179		16S rRNA (guanine(1405)-N(7))-methyltransferase
KADLBEPD_00104	CDS	861	bla_1	3.5.2.6		Beta-lactamase TEM
KADLBEPD_00105	CDS	516	tnpR_1			Transposon Tn3 resolvase
KADLBEPD_00106	CDS	189				hypothetical protein
KADLBEPD_00107	CDS	723				hypothetical protein
KADLBEPD_00108	CDS	705				hypothetical protein
KADLBEPD_00109	CDS	576				hypothetical protein
KADLBEPD_00110	CDS	705				hypothetical protein
KADLBEPD_00111	CDS	450	aer		COG0840	Aerotaxis receptor
KADLBEPD_00112	CDS	1026	fiu		COG4774	Catecholate siderophore receptor Fiu
KADLBEPD_00113	CDS	969				hypothetical protein
KADLBEPD_00114	CDS	876	bla_2	3.5.2.6		Beta-lactamase Toho-1
KADLBEPD_00115	CDS	123				hypothetical protein
KADLBEPD_00116	CDS	705				hypothetical protein
KADLBEPD_00117	CDS	402	tnpR_2			Transposon Tn3 resolvase
KADLBEPD_00118	CDS	981				hypothetical protein
KADLBEPD_00119	CDS	882	bla_3	3.5.2.6		Carbapenem-hydrolyzing beta-lactamase KPC
KADLBEPD_00120	CDS	930				hypothetical protein
KADLBEPD_00121	CDS	705				hypothetical protein
KADLBEPD_00122	CDS	534				hypothetical protein
KADLBEPD_00123	CDS	216				hypothetical protein
KADLBEPD_00124	CDS	333	pemK	3.1.-.-		Endoribonuclease PemK
KADLBEPD_00125	CDS	258	pemI			Antitoxin PemI
KADLBEPD_00126	CDS	654				hypothetical protein
KADLBEPD_00127	CDS	858				hypothetical protein
KADLBEPD_00128	CDS	249				hypothetical protein
KADLBEPD_00129	CDS	150	pndA			Protein PndA
KADLBEPD_00130	CDS	333				hypothetical protein
KADLBEPD_00131	CDS	600				hypothetical protein
KADLBEPD_00132	CDS	201				hypothetical protein
KADLBEPD_00133	CDS	561	finO			Fertility inhibition protein
KADLBEPD_00134	CDS	747				hypothetical protein
KADLBEPD_00135	CDS	225	traI_2			Multifunctional conjugation protein TraI
KADLBEPD_00136	CDS	705				hypothetical protein
KADLBEPD_00137	CDS	2967				hypothetical protein
KADLBEPD_00138	CDS	1005				hypothetical protein
KADLBEPD_00139	CDS	381				hypothetical protein
KADLBEPD_00140	CDS	378				hypothetical protein
KADLBEPD_00141	CDS	1023				hypothetical protein
KADLBEPD_00142	CDS	1563	recF			DNA replication and repair protein RecF
KADLBEPD_00143	CDS	417	vapC	3.1.-.-	COG1487	tRNA(fMet)-specific endonuclease VapC
KADLBEPD_00144	CDS	231	vapB		COG4456	Antitoxin VapB
KADLBEPD_00145	CDS	945				hypothetical protein
KADLBEPD_00146	CDS	393				hypothetical protein
KADLBEPD_00147	CDS	522				hypothetical protein
KADLBEPD_00148	CDS	204				hypothetical protein
KADLBEPD_00149	CDS	1005				hypothetical protein
KADLBEPD_00150	CDS	780	xerD		COG4974	Tyrosine recombinase XerD
KADLBEPD_00151	CDS	258				hypothetical protein
KADLBEPD_00152	CDS	867	repE			Replication initiation protein
KADLBEPD_00153	CDS	585				hypothetical protein
KADLBEPD_00154	CDS	1206	parA_2			Plasmid partition protein A
KADLBEPD_00155	CDS	975	virB_2		COG1475	Virulence regulon transcriptional activator VirB
KADLBEPD_00156	CDS	1272	umuC_2		COG0389	Protein UmuC
KADLBEPD_00157	CDS	432	umuD_2	3.4.21.-	COG1974	Protein UmuD
KADLBEPD_00158	CDS	1485	ltrA_2		COG3344	Group II intron-encoded protein LtrA
KADLBEPD_00159	CDS	972	parM_2			Plasmid segregation protein ParM
KADLBEPD_00160	CDS	672				hypothetical protein
KADLBEPD_00161	CDS	231				hypothetical protein
KADLBEPD_00162	CDS	702	yhdJ_3	2.1.1.72	COG0863	DNA adenine methyltransferase YhdJ
KADLBEPD_00163	CDS	222				hypothetical protein
KADLBEPD_00164	CDS	420				hypothetical protein
